"ID_W9","SwitchedToRandom","Open_Comments","Open_Comments_W","comment","empty_like","comment_scale","scale_label"
301241620078676,"1","War tatsächlich etwas langweilig. Kein besonders unterhaltsamer Content","Nein","war tatsächlich etwas langweilig. kein besonders unterhaltsamer content",FALSE,2,"2 = content-focused"
301241620135008,"1","Keine Plattform für mich","Nein, nichts","keine plattform für mich",FALSE,1,"1 = platform-focused"
301241620408473,"1","Die Videoplattform scheint bequem und einfach zu bedienen zu sein","Gut, aber diese Videoplattform erlaubt keine Kommentare zu Videos","die videoplattform scheint bequem und einfach zu bedienen zu sein",FALSE,1,"1 = platform-focused"
301241620488360,"1","Ich finde es sehr cool","Nein","ich finde es sehr cool",FALSE,2,"2 = content-focused"
301241620552885,"1","Nun, die Videoplattform bietet eine große Auswahl an Videos mit guten Inhalten","Die Plattform war einfach zu bedienen","nun, die videoplattform bietet eine große auswahl an videos mit guten inhalten",FALSE,2,"2 = content-focused"
301241620693202,"1","Sie macht mir Kopfschmerzen. Spätestens nach 4,5 Minuten wollte ich nicht mehr drauf sein.","Mein Kopf fühlt sich jetzt leer an","sie macht mir kopfschmerzen. spätestens nach 4,5 minuten wollte ich nicht mehr drauf sein.",FALSE,1,"1 = platform-focused"
301241620733145,"1","Gut","Nein","gut",FALSE,2,"2 = content-focused"
301241620738266,"1","Gut","Nein","gut",FALSE,2,"2 = content-focused"
301241621267525,"1","Viele Fake News dabei","Nein","viele fake news dabei",FALSE,2,"2 = content-focused"
301241621437545,"1","Immer noch sehr viel unnützer Müll.","Nein","immer noch sehr viel unnützer müll.",FALSE,2,"2 = content-focused"
301241621515383,"1","Ausgezeichnet, vielen Dank","Exzellent","ausgezeichnet, vielen dank",FALSE,3,"3 = other/unclear"
301241621905605,"1","Gut, dass ich da nicht angemeldet bin!","Hoffentlich ist das nicht die deutsche Antwort auf Youtube.","gut, dass ich da nicht angemeldet bin!",FALSE,3,"3 = other/unclear"
301241622007000,"1","Spaß","Unverwechselbar","spaß",FALSE,2,"2 = content-focused"
301241622506560,"1","Den AFD darf keine plattform geboten werden!","Die Art und Weise, wie die Videos gedreht und geschnitten wurden, ist echt anstrengend zu sehen.","den afd darf keine plattform geboten werden!",FALSE,2,"2 = content-focused"
301241623069870,"1","Jamais","","jamais",FALSE,3,"3 = other/unclear"
301241623242957,"1","Vielen Dank alle","لا شيء شكرا لكم","vielen dank alle",FALSE,3,"3 = other/unclear"
301241623673891,"1","Bin mir nicht sicher was die Auswahl sollte.","Nein","bin mir nicht sicher was die auswahl sollte.",FALSE,3,"3 = other/unclear"
301241625128008,"1","Genau derselbe Inhalt als woanders.","Mich interessieren diese Art von Videoplatformen nicht. Es ist immer schwieriger Fakenews von wahren Gegebenheiten zu trennen","genau derselbe inhalt als woanders.",FALSE,1,"1 = platform-focused"
301241625408644,"1","Alles war gut und hat Spaß gemacht","Es war eine sehr interessante und unterhaltsame Plattform","alles war gut und hat spaß gemacht",FALSE,2,"2 = content-focused"
301241625548964,"1","Das letzte Video wollte ich eigentlich noch liken","","das letzte video wollte ich eigentlich noch liken",FALSE,3,"3 = other/unclear"
301241625633974,"1","Zeitraub","Völlig zusammenhanglos","zeitraub",FALSE,2,"2 = content-focused"
301241626012689,"1","Spaß","","spaß",FALSE,2,"2 = content-focused"
301241626103844,"1","5 Minuten können sehr lang werden!","","5 minuten können sehr lang werden!",FALSE,3,"3 = other/unclear"
301241626658985,"1","Ich muss zweimal drücken, um zum nächsten Video zu gehen, manchmal friert die Plattform einige Sekunden lang ein","Es ist nicht reibungslos und eine sehr hässliche Schnittstelle","ich muss zweimal drücken, um zum nächsten video zu gehen, manchmal friert die plattform einige sekunden lang ein",FALSE,1,"1 = platform-focused"
301241626763457,"1","Nein..meine Reels zeigen bessere Videos.. 5 Minuten keines zum Liken ist hoffentlich nur Zufall","","nein..meine reels zeigen bessere videos.. 5 minuten keines zum liken ist hoffentlich nur zufall",FALSE,2,"2 = content-focused"
301241627054089,"1","Nein nichts danke","Nein danke","nein nichts danke",FALSE,3,"3 = other/unclear"
301241627530372,"1","Nein, nichts anderes.","ohne.","nein, nichts anderes.",FALSE,3,"3 = other/unclear"
301241627536518,"1","Sehr gut","","sehr gut",FALSE,2,"2 = content-focused"
301241627791572,"1","mir fehlen Infos zu den Accounts, die diese Videos veröffentichen","Nein","mir fehlen infos zu den accounts, die diese videos veröffentichen",FALSE,3,"3 = other/unclear"
301241627905273,"1","Unterscheidet sich nicht von anderen.   Zu teilen gab es für mich nichts, noch zu liken, noch mit Herzen zu versehen.","Das übliche einer Platform. Kontrolliert und gesteuert","unterscheidet sich nicht von anderen. zu teilen gab es für mich nichts, noch zu liken, noch mit herzen zu versehen.",FALSE,1,"1 = platform-focused"
301241627931649,"1","Uninteressant","Zu viele Bilder/Videos","uninteressant",FALSE,2,"2 = content-focused"
301241628022816,"1","Ist wie die meisten anderen","Nein","ist wie die meisten anderen",FALSE,1,"1 = platform-focused"
301241628078132,"1","zum Glück hab ich das alles nicht auf meiner FY","","zum glück hab ich das alles nicht auf meiner fy",FALSE,2,"2 = content-focused"
301241628135497,"1","Das ist mist","schrott","das ist mist",FALSE,2,"2 = content-focused"
301241628172372,"1","Zu viele politische Inhalte","Wirre inhalte","zu viele politische inhalte",FALSE,2,"2 = content-focused"
301241628239978,"1","Die Videoplattform ist sehr flexibel und innovativ in der Nutzung","Sehr innovativ","die videoplattform ist sehr flexibel und innovativ in der nutzung",FALSE,1,"1 = platform-focused"
301241628262514,"1","Schön","","schön",FALSE,2,"2 = content-focused"
301241628271733,"1","Zu viel gemischte Themen","Nein","zu viel gemischte themen",FALSE,2,"2 = content-focused"
301241628461239,"1","Ist angenehm anzusehen","Das weiter scrollen war zunächst verwirrend","ist angenehm anzusehen",FALSE,2,"2 = content-focused"
301241628464312,"1","Ich würde sagen, es ist super.","Nein","ich würde sagen, es ist super.",FALSE,2,"2 = content-focused"
301241628492994,"1","Nur Politik","langweilig","nur politik",FALSE,2,"2 = content-focused"
301241628496067,"1","Toll","","toll",FALSE,3,"3 = other/unclear"
301241628571868,"1","Steht für gute Qualitǎt","","steht für gute qualitǎt",FALSE,2,"2 = content-focused"
301241628611818,"1","sehr unterschiedliche Videos, jedoch zu hoher Anteil csu-werbung","sehr unterschiedliche Plattformen","sehr unterschiedliche videos, jedoch zu hoher anteil csu-werbung",FALSE,2,"2 = content-focused"
301241628658941,"1","Gibt nix dazu zu sagen","","gibt nix dazu zu sagen",FALSE,3,"3 = other/unclear"
301241628677123,"1","bei Parteien ist schwer zu unterscheiden, alle sagen das gleiche, und läuft trotzdem nicht gut in der Wirtschaft.","Politik macht nix in Deutschland","bei parteien ist schwer zu unterscheiden, alle sagen das gleiche, und läuft trotzdem nicht gut in der wirtschaft.",FALSE,2,"2 = content-focused"
301241628683269,"1","Svavgsvs","","svavgsvs",FALSE,3,"3 = other/unclear"
301241628694535,"1","Ich finde Videos im Sozial Media machen süchtig.","","ich finde videos im sozial media machen süchtig.",FALSE,2,"2 = content-focused"
301259567712486,"1","Eine Menüführung, über die mal die Videos auswählen kann, wäre hilfreich.","Es wurde mir nur ein einziger interessanter Inhalt gezeigt.","eine menüführung, über die mal die videos auswählen kann, wäre hilfreich.",FALSE,1,"1 = platform-focused"
301259567728879,"1","Selten so viel Blödsinn am Stück gesehen!","Nervt total!","selten so viel blödsinn am stück gesehen!",FALSE,2,"2 = content-focused"
301259567730929,"1","gute Mischung","gute Mischung","gute mischung",FALSE,3,"3 = other/unclear"
301259567760389,"1","üblicher Quatsch dabei","","üblicher quatsch dabei",FALSE,2,"2 = content-focused"
301259567778838,"1","das Video mit der Kinderstimme machte keinen Sinn für mich, wurde aber wohl wissentlich mit einem bestimmten Grund gezeigt","nichts","das video mit der kinderstimme machte keinen sinn für mich, wurde aber wohl wissentlich mit einem bestimmten grund gezeigt",FALSE,2,"2 = content-focused"
301259567782941,"1","Ziemliches durcheinander","genauso langweilig wie Bekannte","ziemliches durcheinander",FALSE,3,"3 = other/unclear"
301259567783967,"1","naja schwach","nein","naja schwach",FALSE,3,"3 = other/unclear"
301259567805487,"1","Schlechte Qualität der Videos und Ton","","schlechte qualität der videos und ton",FALSE,2,"2 = content-focused"
301259567926398,"1","Ich bin kein Freund von solchen Plattformen.","Ich hab nicht viel im Sinn mit diesen ganzen Media-Plattformen.","ich bin kein freund von solchen plattformen.",FALSE,3,"3 = other/unclear"
301259567966351,"1","Fällt mir nichts ein","Nein","fällt mir nichts ein",FALSE,3,"3 = other/unclear"
301259567967378,"1","Es ist meistens zu hektisch.","","es ist meistens zu hektisch.",FALSE,3,"3 = other/unclear"
301259568017582,"1","war ganz interessant","war ganz interessant","war ganz interessant",FALSE,2,"2 = content-focused"
301259568027832,"1","Ziemlich viel durcheinander; politische Videos und Videos die lustig sein sollten mag ich lieber getrennt","Dislike fehlt","ziemlich viel durcheinander; politische videos und videos die lustig sein sollten mag ich lieber getrennt",FALSE,2,"2 = content-focused"
301259568059588,"1","Würde mich dort garantiert nicht anmelden und wenn dann keinesfalls irgendetwas an andere weiterleiten/ teilen.  Ich fand auch nichts, was ich liken wollte. So ein Schwachsinn!!!","Nein","würde mich dort garantiert nicht anmelden und wenn dann keinesfalls irgendetwas an andere weiterleiten/ teilen. ich fand auch nichts, was ich liken wollte. so ein schwachsinn!!!",FALSE,2,"2 = content-focused"
301259568064709,"1","Ein","Nein","ein",FALSE,3,"3 = other/unclear"
301259568093397,"1","Eigentlich gute Bedienung","No","eigentlich gute bedienung",FALSE,1,"1 = platform-focused"
301259568204833,"1","Viel Quatsch dabei","Ist für mich uninteressant","viel quatsch dabei",FALSE,2,"2 = content-focused"
301259568210980,"1","War genauso wie bei tiktol","Erinnert mich an TikTok","war genauso wie bei tiktol",FALSE,1,"1 = platform-focused"
301259568243772,"1","Ist schon nervig, was sich da alles auf den Plattformen trollt. Und der Dumme glaubt das auch noch. Absolut schädlich für solche, die da zu viel Zeit mit verbringen.","Die Videos trafen größtenteils nicht meinen Geschmack. Ich hätte gerne mehr Tiervideos gesehen und diese dann auch geteilt.","ist schon nervig, was sich da alles auf den plattformen trollt. und der dumme glaubt das auch noch. absolut schädlich für solche, die da zu viel zeit mit verbringen.",FALSE,2,"2 = content-focused"
301259568249919,"1","Zeitverschwendung","Nein.","zeitverschwendung",FALSE,2,"2 = content-focused"
301259568307297,"1","Ich bin froh dass ich nicht bei TikTok, X und co bin","Nein, ich finde solche Plattformen recht überflüssig","ich bin froh dass ich nicht bei tiktok, x und co bin",FALSE,1,"1 = platform-focused"
301259568480444,"1","Kann ich nicht sagen - mich interessieren solche Video- Plattformen nicht.","Ich habe grundsätzlich kein Interesse an solch einer Video- Plattform.","kann ich nicht sagen - mich interessieren solche video- plattformen nicht.",FALSE,3,"3 = other/unclear"
301259568504012,"1","Alles Gute :)","nein","alles gute :)",FALSE,3,"3 = other/unclear"
301259568516313,"1","Die Beiträge waren schlecht","das meiste ist uninteressant","die beiträge waren schlecht",FALSE,2,"2 = content-focused"
301259568541928,"1","zu viel infos, langweilig, unernst","nein","zu viel infos, langweilig, unernst",FALSE,2,"2 = content-focused"
301259568541929,"1","Alles super","Hat super funktioniert. Danke","alles super",FALSE,2,"2 = content-focused"
301259568547057,"1","würde ich nciht besuchen","Nur Mist, würde ich meiden","würde ich nciht besuchen",FALSE,3,"3 = other/unclear"
301259568572416,"1","Sehr informativ","Sehr informativ","sehr informativ",FALSE,3,"3 = other/unclear"
301259568595983,"1","nein aktuell nicht","","nein aktuell nicht",FALSE,3,"3 = other/unclear"
301259568603159,"1","Sehr politisch mit vielen  Parolen","","sehr politisch mit vielen parolen",FALSE,2,"2 = content-focused"
301259568629795,"1","Da ich nicht immer nur alles auf englisch lesen und verstehen kann, melde ich mich nicht auf noch mehr Sozial Media Seiten an, denn inzwischen wird ja überall nur noch englisch gesprochen und nicht alles wird übersetzt.","Viele Wichtigtuer und Influenzer, Und Merz, der uns das blaue vom Himmel runter lügt, von dem er heute nichts mehr wissen will. Schlimm","da ich nicht immer nur alles auf englisch lesen und verstehen kann, melde ich mich nicht auf noch mehr sozial media seiten an, denn inzwischen wird ja überall nur noch englisch gesprochen und nicht alles wird übersetzt.",FALSE,1,"1 = platform-focused"
301259568696388,"1","alles ok","alles ok","alles ok",FALSE,3,"3 = other/unclear"
301259568731222,"1","Ich bin eher der Typ, der nur durch swiped","","ich bin eher der typ, der nur durch swiped",FALSE,3,"3 = other/unclear"
301259568734296,"1","es hat Spaß gemacht","alles super","es hat spaß gemacht",FALSE,3,"3 = other/unclear"
301259568762996,"1","Nutzlose Videos wie auf den meisten Kanälen","Nur Blödsinn","nutzlose videos wie auf den meisten kanälen",FALSE,2,"2 = content-focused"
301259568794773,"1","Tik tok ist super!","Super","tik tok ist super!",FALSE,1,"1 = platform-focused"
301259568803993,"1","Wenn das das Angebot dieser Plattform ist, dann hat sie nicht mein Interesse.","Dass ich so eine Plattform in dieser Art nicht  nutzen würde","wenn das das angebot dieser plattform ist, dann hat sie nicht mein interesse.",FALSE,1,"1 = platform-focused"
301259568814238,"1","Etwas Durcheinander...","Hat Spaß gemacht!","etwas durcheinander...",FALSE,3,"3 = other/unclear"
301259568881876,"1","alles ok","alles ok","alles ok",FALSE,3,"3 = other/unclear"
301259568933110,"1","nein, aber ich sehe bis jetzt keine verbindung zu dem thema dieses studie. ich bin entäuscht","","nein, aber ich sehe bis jetzt keine verbindung zu dem thema dieses studie. ich bin entäuscht",FALSE,0,"0 = setup skepticism"
301259568991264,"1","Gewöhnlich","Gewöhnliches","gewöhnlich",FALSE,2,"2 = content-focused"
301259569002549,"1","Gut gestaltet, gefällt mir","nein","gut gestaltet, gefällt mir",FALSE,2,"2 = content-focused"
301259569066080,"1","interessante studie","alles gut so","interessante studie",FALSE,0,"0 = setup skepticism"
301259569086571,"1","Nervig und Zumutung und Frechheit und dämlich","","nervig und zumutung und frechheit und dämlich",FALSE,3,"3 = other/unclear"
301259569096817,"1","Hat Spaß gemacht","Es ist ähnlich wie tik tok","hat spaß gemacht",FALSE,2,"2 = content-focused"
301259569101939,"1","nicht schlecht","nein","nicht schlecht",FALSE,2,"2 = content-focused"
301259569133698,"1","bei einigen Videos ist es schade um die vertrödelte Lebenszeit, wenn man das oft genug anschaut, verblödet man...","Schade um die Zeit, die viele Leute mit dem schauen dieses teilweise sinnlosen Zeugs verbringen!","bei einigen videos ist es schade um die vertrödelte lebenszeit, wenn man das oft genug anschaut, verblödet man...",FALSE,2,"2 = content-focused"
301259569140871,"1","Viele parteienwerbung","nein ich wüßte zur zeit nichts","viele parteienwerbung",FALSE,2,"2 = content-focused"
301259569155211,"1","Ist uninteressant für mich gewesen","Scheint interessant zu sein.","ist uninteressant für mich gewesen",FALSE,2,"2 = content-focused"
301259569171605,"1","Da geht es um die AfD und als die Mauer gefallen ist, gab es die Partei noch gar nicht.","Zu vIel Politik ;-)","da geht es um die afd und als die mauer gefallen ist, gab es die partei noch gar nicht.",FALSE,2,"2 = content-focused"
301259569188001,"1","Es wurde nur ein Video gezeigt","Nein","es wurde nur ein video gezeigt",FALSE,3,"3 = other/unclear"
301259569216697,"1","mich nerven solche Plattformen","viel politisches","mich nerven solche plattformen",FALSE,1,"1 = platform-focused"
301259569299684,"1","Wirkt einfach zu handhaben","Alles gut, danke","wirkt einfach zu handhaben",FALSE,1,"1 = platform-focused"
301259569300711,"1","nichts bestimmtes","","nichts bestimmtes",FALSE,3,"3 = other/unclear"
301259569396769,"1","das ist alles wenig erheiternd, oberflächlich Quatsch","abschalten, den mist","das ist alles wenig erheiternd, oberflächlich quatsch",FALSE,2,"2 = content-focused"
301259569409063,"1","Nein keine idee","","nein keine idee",FALSE,3,"3 = other/unclear"
301259569423406,"1","sehr interssant","sehr interssant","sehr interssant",FALSE,3,"3 = other/unclear"
301259569492066,"1","Sinnlos","Nein","sinnlos",FALSE,3,"3 = other/unclear"
301259569669340,"1","Keine Ahnung","Qualität","keine ahnung",FALSE,3,"3 = other/unclear"
301259569733652,"1","Nein alles gut","Alles okay","nein alles gut",FALSE,3,"3 = other/unclear"
301259569823826,"1","Ich bin enttäuscht, wie linkslastig manche Videos sind.","Einiges ist uninteressant, z. B. Essen , Selfie - Schönheit. Politik ist für mich interessant, wobei auch Fake News dabei sind.","ich bin enttäuscht, wie linkslastig manche videos sind.",FALSE,2,"2 = content-focused"
301259569826901,"1","alles gut","was Sie uns zu der Video-Plattform mitteilen","alles gut",FALSE,2,"2 = content-focused"
301259569837155,"1","Ich mag keine Video Plattform","Ich mag diese Plattform nicht","ich mag keine video plattform",FALSE,1,"1 = platform-focused"
301259569875083,"1","Die Videos fand ich jetzt nicht so interessant","Die Videos waren nicht so relevant","die videos fand ich jetzt nicht so interessant",FALSE,2,"2 = content-focused"
301259569876108,"1","viele sinnlose Videos, Zeiträuber","Nein","viele sinnlose videos, zeiträuber",FALSE,2,"2 = content-focused"
301259569950920,"1","Ich würde meine Zeit nicht auf einer solchen Plattform verschwenden.","Nein.","ich würde meine zeit nicht auf einer solchen plattform verschwenden.",FALSE,2,"2 = content-focused"
301259570032658,"1","Manche Videos sind gut bei andere  sehen ich ihr eignen nutzen  um voranzukommen","Ich kenne es","manche videos sind gut bei andere sehen ich ihr eignen nutzen um voranzukommen",FALSE,2,"2 = content-focused"
301259570075701,"1","Nein war ok","Nein","nein war ok",FALSE,3,"3 = other/unclear"
301259570079802,"1","mir wurscht schaue so was nicht","nicht meine welt","mir wurscht schaue so was nicht",FALSE,3,"3 = other/unclear"
301259570119777,"1","Viele unnütze Themen","Langweilig","viele unnütze themen",FALSE,2,"2 = content-focused"
301259570186382,"1","Naja, 50/50","","naja, 50/50",FALSE,3,"3 = other/unclear"
301259570243791,"1","Eigentlich nichts","Nein","eigentlich nichts",FALSE,3,"3 = other/unclear"
301259570420812,"1","Zu viel Schrott","Mehr Technik Videos","zu viel schrott",FALSE,2,"2 = content-focused"
301259570434135,"1","Sehr gute Rede vom Bundespräsident","","sehr gute rede vom bundespräsident",FALSE,2,"2 = content-focused"
301259570516116,"1","Neeee","Quatsch, quatsch","neeee",FALSE,3,"3 = other/unclear"
301259570703378,"1","sehr kurze videos, wenig inhalt, eher belanglos","sehr buntes programm","sehr kurze videos, wenig inhalt, eher belanglos",FALSE,2,"2 = content-focused"
301259570753590,"1","manipulativ und uninreressant","nein","manipulativ und uninreressant",FALSE,2,"2 = content-focused"
301259570784333,"1","Keine Ahnung","Nein","keine ahnung",FALSE,3,"3 = other/unclear"
301259570787407,"1","Nein, danke.","","nein, danke.",FALSE,3,"3 = other/unclear"
301259570858112,"1","Ist interessant und abwechslungsreich","War sehr interessant für mich","ist interessant und abwechslungsreich",FALSE,2,"2 = content-focused"
301259570865288,"1","Gut","","gut",FALSE,2,"2 = content-focused"
301259571066108,"1","Ist neu. Gut gemacht","Ist in Ordnung. Genau so.","ist neu. gut gemacht",FALSE,2,"2 = content-focused"
301259571074055,"1","negative beurteilung was ist damit ? ich mag nicht , das jeder sein mist hochladen kann .","negative beurteilung was ist damit?","negative beurteilung was ist damit ? ich mag nicht , das jeder sein mist hochladen kann .",FALSE,2,"2 = content-focused"
301259571133471,"1","Die meisten Videos sind nicht mein Niveau.","Oberflächliche Kurzvideos sind nicht mein Ding","die meisten videos sind nicht mein niveau.",FALSE,2,"2 = content-focused"
301259571142695,"1","Furchtbar viel Mist, etwas Information,  manches witzig","","furchtbar viel mist, etwas information, manches witzig",FALSE,2,"2 = content-focused"
301259571146794,"1","Ich fand es etwas irritierend, dass alle Knöpfe die gleiche Farbe hatten, sobald man diese betätigte","Die Farben für Liken, Speichern und co haben die gleiche Farbe, was mich etwas verwirrt. Ich würde lieber verschiedene Farben haben","ich fand es etwas irritierend, dass alle knöpfe die gleiche farbe hatten, sobald man diese betätigte",FALSE,1,"1 = platform-focused"
301259571307678,"1","Die Bedienung ist einfach und schnell. Die Qualität der Videos ist gut.","Eine Kommentarfunktion fehlte mir.","die bedienung ist einfach und schnell. die qualität der videos ist gut.",FALSE,1,"1 = platform-focused"
301259571318949,"1","Was den Prototyp der Anwendung angeht, denke ich, dass er gut ist, es gibt jedoch viele Punkte, an denen gearbeitet werden muss, zum Beispiel: Ich konnte nicht zurückgehen, um das vorherige Video anzusehen, als ich vorwärts ging, und auch am äußeren E","","was den prototyp der anwendung angeht, denke ich, dass er gut ist, es gibt jedoch viele punkte, an denen gearbeitet werden muss, zum beispiel: ich konnte nicht zurückgehen, um das vorherige video anzusehen, als ich vorwärts ging, und auch am äußeren e",FALSE,1,"1 = platform-focused"
301259571338420,"1","Das gezeigte Video ist eher was für junge Menschen, aber war trotzdem nett anzu sehen.","","das gezeigte video ist eher was für junge menschen, aber war trotzdem nett anzu sehen.",FALSE,2,"2 = content-focused"
301259571656948,"1","schrecklich, was für ein Stuß dort gezeigt wird.","Uninteressante Filmchen, die keiner braucht","schrecklich, was für ein stuß dort gezeigt wird.",FALSE,2,"2 = content-focused"
301259571669244,"1","Gute Auswahl","Sehr weitreichende Mischung von Themen","gute auswahl",FALSE,2,"2 = content-focused"
301259571717156,"1","Hat spass gemacht","War gut","hat spass gemacht",FALSE,3,"3 = other/unclear"
301259571767397,"1","Nein. War okay","Danke nein","nein. war okay",FALSE,3,"3 = other/unclear"
301259571832999,"1","Zu viel Parteiwerbung von den Wirtschaftszerstörern!","Nein","zu viel parteiwerbung von den wirtschaftszerstörern!",FALSE,2,"2 = content-focused"
301259571875034,"1","Brauch ich nicht","Brauch ich nicht","brauch ich nicht",FALSE,3,"3 = other/unclear"
301259571925015,"1","Wüste nicht wozu ich so etwas bräuchte.","Nein","wüste nicht wozu ich so etwas bräuchte.",FALSE,1,"1 = platform-focused"
301259572008044,"1","Gefällt mir nicht","Manche Videos waren zeitversetzt","gefällt mir nicht",FALSE,3,"3 = other/unclear"
301259572070579,"1","Verhältnismäßigkeit der unterschiedlichen Inhalte nicht ausgewogen","Politikplatform?:)))","verhältnismäßigkeit der unterschiedlichen inhalte nicht ausgewogen",FALSE,2,"2 = content-focused"
301259572078782,"1","Welche ist es ?","Alles gut geklappt","welche ist es ?",FALSE,3,"3 = other/unclear"
301259572091086,"1","alles gut","alles gut","alles gut",FALSE,2,"2 = content-focused"
301259572156427,"1","Mit Kinder macht man keine Video,mit blöde Bemerkungen.","No ja Ansicht Sachen die Videos","mit kinder macht man keine video,mit blöde bemerkungen.",FALSE,2,"2 = content-focused"
301259572316354,"1","Eine ist wie die andere","","eine ist wie die andere",FALSE,1,"1 = platform-focused"
301259572323530,"1","Ist echt ähnlich wie tik tok","Die ist sehr vergleichbar mit tik tok","ist echt ähnlich wie tik tok",FALSE,1,"1 = platform-focused"
301259572368625,"1","Das war Spaß","Das war sehr gut","das war spaß",FALSE,2,"2 = content-focused"
301259572368626,"1","Das ist ein Durchschnitt dessen, was ich bisher gesehen habe","Es ist leider sehr schwierig","das ist ein durchschnitt dessen, was ich bisher gesehen habe",FALSE,3,"3 = other/unclear"
301259572386831,"1","Ist interessant aber nicht immer relevant","Wenig, dass man liken müsste","ist interessant aber nicht immer relevant",FALSE,3,"3 = other/unclear"
301259572420673,"1","Inhaltslos","","inhaltslos",FALSE,3,"3 = other/unclear"
301259572447346,"1","Ich würde diese Video.plattform nicht nutzen, da es für mich keine Realität vorhanden ist","Diese Video Plattform würde ich immer wieder angucken","ich würde diese video.plattform nicht nutzen, da es für mich keine realität vorhanden ist",FALSE,0,"0 = setup skepticism"
301259572459650,"1","Streuer","Stark","streuer",FALSE,3,"3 = other/unclear"
301259572481174,"1","Ganz schön viel belangloser Schrott","","ganz schön viel belangloser schrott",FALSE,2,"2 = content-focused"
301259572488348,"1","einige Videos habe ich sofort weitergeklickt, da gar kein Interesse am Ausgang gegeben war","nein","einige videos habe ich sofort weitergeklickt, da gar kein interesse am ausgang gegeben war",FALSE,2,"2 = content-focused"
301259572563193,"1","Zu viele Fremdsprachen","Viel Politik, wenig witziges","zu viele fremdsprachen",FALSE,2,"2 = content-focused"
301259572581389,"1","Hat alles gepasst.","Nein alles gut.","hat alles gepasst.",FALSE,3,"3 = other/unclear"
301259572587546,"1","Große Buttos","Nein","große buttos",FALSE,1,"1 = platform-focused"
301259572616251,"1","Keine Kommentar funktion","Extrem schlecht","keine kommentar funktion",FALSE,1,"1 = platform-focused"
301259572674694,"1","zu viel FDP","","zu viel fdp",FALSE,2,"2 = content-focused"
301259572705446,"1","Realistisch","Algorithmen zu Politiklastig","realistisch",FALSE,3,"3 = other/unclear"
301259572741311,"1","Ein paar mehr Informationen zum gezeigten wären ganz nützlich gewesen.","Zuviel trash. Mehr Bildung und wissenschaftliches wäre schön gewesen. Aber ja, es ging hauptsächlich um Politik.","ein paar mehr informationen zum gezeigten wären ganz nützlich gewesen.",FALSE,3,"3 = other/unclear"
301259572742337,"1","Langweilig","","langweilig",FALSE,2,"2 = content-focused"
301259572742338,"1","Inhalte wirken nicht seriös oder authentisch. Es wirkt wie erzwungen","Nein","inhalte wirken nicht seriös oder authentisch. es wirkt wie erzwungen",FALSE,2,"2 = content-focused"
301259572745414,"1","Mehr Vielfalt der Videos","","mehr vielfalt der videos",FALSE,2,"2 = content-focused"
301259573184728,"1","braucht kein mensch","ich mag keine videoplattformen","braucht kein mensch",FALSE,2,"2 = content-focused"
301259573203189,"1","Das waren zum Teil Videos, die die Welt nicht braucht...","war überwiegend langweilig","das waren zum teil videos, die die welt nicht braucht...",FALSE,2,"2 = content-focused"
301259573203191,"1","diverse ansichten","NEIN; SOWAS SCHAUE MICH NIE; ES IST UNNÖTIGE PLATFORM","diverse ansichten",FALSE,3,"3 = other/unclear"
301259573277744,"1","Es gab einige Videos, die ohne Belege Unwahrheiten verbreitet haben.","Es waren interessante Videos, einige waren sehr problematisch.","es gab einige videos, die ohne belege unwahrheiten verbreitet haben.",FALSE,2,"2 = content-focused"
301259573297213,"1","Klare Untertitelung wäre wünschenswert. Solche Videos mit Schießübungen sollten nicht gezeigt werden.","Nein.","klare untertitelung wäre wünschenswert. solche videos mit schießübungen sollten nicht gezeigt werden.",FALSE,2,"2 = content-focused"
301259573308486,"1","es waren scheinbar alles Mitschnitte von politischen Reden, also bei den Politischen Beiträgen","nein","es waren scheinbar alles mitschnitte von politischen reden, also bei den politischen beiträgen",FALSE,2,"2 = content-focused"
301259573353573,"1","viel Mist dabei und uninteressantes...Müll sozusagen","nein","viel mist dabei und uninteressantes...müll sozusagen",FALSE,2,"2 = content-focused"
301259573422239,"1","viele politische Themen","nein","viele politische themen",FALSE,2,"2 = content-focused"
301259573426341,"1","es kamen alle Parteien zu Wort, zumindest die großen.","Dieser Plattform möchte ich im realen Leben nicht beitreten","es kamen alle parteien zu wort, zumindest die großen.",FALSE,2,"2 = content-focused"
301259573430441,"1","Sind nicht die reels die mir sonst so angezeigt werden","Nein","sind nicht die reels die mir sonst so angezeigt werden",FALSE,1,"1 = platform-focused"
301259573430442,"1","weiß nicht","","weiß nicht",FALSE,3,"3 = other/unclear"
301259573433516,"1","Ich freue mich immer wieder, wahre Worte von Frau Weidel zu hören","Sehr interessant","ich freue mich immer wieder, wahre worte von frau weidel zu hören",FALSE,2,"2 = content-focused"
301259573437617,"1","alles bestens","alles gut","alles bestens",FALSE,3,"3 = other/unclear"
301259573483738,"1","chaos","","chaos",FALSE,3,"3 = other/unclear"
301259573506291,"1","ist wie bereits angemerkt, TikTok ähnlich","zuviel Politik","ist wie bereits angemerkt, tiktok ähnlich",FALSE,1,"1 = platform-focused"
301259573506292,"1","Unglaublich schwachsinnig.","Mehrheitlich völliger Blödsinn.","unglaublich schwachsinnig.",FALSE,3,"3 = other/unclear"
301259573597247,"1","ähnlich Facebook","nein","ähnlich facebook",FALSE,1,"1 = platform-focused"
